"Application Number","Incentive Amount","Total Cost","Host Customer Physical Zip Code"
"SD-CSI-08808",614,16700,91913
"SD-CSI-08672",1235,32470,91913
"SD-CSI-07620",3747,40600,91913
"SD-CSI-10095",825,17187,91913
"SD-CSI-07572",1808,18000,91913
"SD-CSI-06856",1744,18000,91913
"SD-CSI-05812",4321,26920,91913
"SD-CSI-04830",8310,60200,91913
"SD-CSI-02481",3696,25992,91913
"SD-CSI-13691",637,20806.02,91913
"SD-CSI-06601",3429,45578.05,91913
"SD-CSI-11096",1004,29900,91913
"SD-CSI-00134",8512,31680,91913
"SD-CSI-08428",821,16836,91913
"SD-CSI-12628",1133,43884,91913
"SD-CSI-08421",728,16705.5,91913
"SD-CSI-12511",1372,38511,91913
"SD-CSI-01325",8815,36664.32,91913
"SD-CSI-06181",2842,27511.58,91913
"SD-CSI-10792",968,29500,91913
"SD-CSI-01497",12323,55079.86,91913
"SD-CSI-11221",426,11019.15,91913
"SD-CSI-13422",930,31857,91913
"SD-CSI-08271",1331,44575,91913
"SD-CSI-08272",1433,44575,91913
"SD-CSI-13017",793,26781,91913
"SD-CSI-03114",6708,36336.36,91913
"SD-CSI-14915",388,14400,91913
"SD-CSI-14528",812,20300,91913
"SD-CSI-13532",875,23511,91913
"SD-CSI-12984",914,29900,91913
"SD-CSI-15424",931,28723,91913
"SD-CSI-15235",901,25113,91913
"SD-CSI-16128",626,19584,91913
"SD-CSI-13243",915,29900,91913
"SD-CSI-13770",508,17850,91913
"SD-CSI-15696",1138,35574,91913
"SD-CSI-16006",1036,33500,91913
"SD-CSI-13408",1187,37000,91913
"SD-CSI-11679",1110,34000,91913
"SD-CSI-14992",728,20583,91913
"SD-CSI-15143",947,25150,91913
"SD-CSI-14618",556,23911,91913
"SD-CSI-12007",812,20760,91913
"SD-CSI-12909",437,17586,91913
"SD-CSI-14170",801,26130,91913
"SD-CSI-15208",1296,36837,91913
"SD-CSI-15382",1127,35574,91913
"SD-CSI-14406",573,16716,91913
"SD-CSI-15409",1068,30862,91913
"SD-CSI-14737",850,27163.5,91913
"SD-CSI-16173",664,21925.1,91913
"SD-CSI-14395",921,31044,91913
"SD-CSI-10952",1138,33700,91913
"SD-CSI-16310",691,22032,91914
"SD-CSI-02133",9061,48101.2,91914
"SD-CSI-14479",551,16716,91914
"SD-CSI-06724",3700,43188.74,91914
"SD-CSI-01764",5469,23577.49,91914
"SD-CSI-16027",1334,40392,91914
"SD-CSI-08661",737,23552,91914
"SD-CSI-08230",1268,34314,91914
"SD-CSI-15795",814,25400,91914
"SD-CSI-01093",6826,29834,91914
"SD-CSI-04820",86147,363545.28,91914
"SD-CSI-12190",1204,28656,91914
"SD-CSI-03972",7012,40283.47,91914
"SD-CSI-12521",1715,54000,91914
"SD-CSI-05885",7478,43038,91914
"SD-CSI-10987",1033,32035,91914
"SD-CSI-10032",1678,43075,91914
"SD-CSI-10408",3353,79724,91914
"SD-CSI-12520",1025,30969.06,91914
"SD-CSI-09982",1643,30800,91914
"SD-CSI-08945",2102,55800,91914
"SD-CSI-11285",1005,23700,91914
"SD-CSI-08864",1689,44575,91914
"SD-CSI-08866",1450,30358,91914
"SD-CSI-16408",921,34496,91914
"SD-CSI-08797",1096,24560,91914
"SD-CSI-11275",1304,37900,91914
"SD-CSI-07624",3263,31627,91914
"SD-CSI-13329",760,26373,91914
"SD-CSI-05387",6942,36942,91914
"SD-CSI-16080",772,32000,91914
"SD-CSI-08298",1325,25355,91914
"SD-CSI-10991",1754,48021,91914
"SD-CSI-04946",4523,32824,91914
"SD-CSI-02493",5240,27563,91914
"SD-CSI-14910",1388,41500,91914
"SD-CSI-03149",2154,19872,91914
"SD-CSI-16075",687,26656,91914
"SD-CSI-03733",3819,21101.4,91914
"SD-CSI-09023",1344,22020,91914
"SD-CSI-06250",1947,38720,91914
"SD-CSI-13703",1129,34790,91914
"SD-CSI-07980",4573,89900,91914
"SD-CSI-11295",1341,39201,91914
"SD-CSI-00780",9769,42500,91914
"SD-CSI-06800",2837,41895,91914
"SD-CSI-11902",840,23059,91914
"SD-CSI-00085",8956.87,30207,91914
"SD-CSI-06285",2956,45246.6,91914
"SD-CSI-12426",1911,52510,91914
"SD-CSI-00111",11927,37686.76,91914
"SD-CSI-16432",834,20900,91914
"SD-CSI-16170",1214,33334,91914
"SD-CSI-11082",634,15682.1,91914
"SD-CSI-14768",825,24232.95,91914
"SD-CSI-12878",983,35101,91914
"SD-CSI-13296",520,15522,91914
"SD-CSI-11417",889,25875,91914
"SD-CSI-15633",1024,30767,91914
"SD-CSI-13018",861,24010,91914
"SD-CSI-11005",1888,50892,91914
"SD-CSI-10794",893,25806,91914
"SD-CSI-11270",1840,46300.8,91914
"SD-CSI-15049",1475,43264,91914
"SD-CSI-10990",1670,47521,91914
"SD-CSI-14889",1566,43491,91914
"SD-CSI-12299",1419,33465.53,91914
"SD-CSI-13808",1000,47882,91914
"SD-CSI-11094",1108,33424.5,91914
"SD-CSI-13074",1573,52674,91914
"SD-CSI-10949",1045,31397,91914
"SD-CSI-16389",581,21952,91914
"SD-CSI-12571",961,25680,91914
"SD-CSI-12736",502,14400,91915
"SD-CSI-15299",1137,33432,91915
"SD-CSI-07396",2047,23387.99,91915
"SD-CSI-00922",13315,58896.5,91915
"SD-CSI-13075",1028,31763,91915
"SD-CSI-04084",3802,25768.5,91915
"SD-CSI-14040",438,13134,91915
"SD-CSI-05180",3303,35447.4,91915
"SD-CSI-01029",6865,31162,91915
"SD-CSI-14733",528,23287,91915
"SD-CSI-06866",2790,40219.2,91915
"SD-CSI-03558",6059,32282.78,91915
"SD-CSI-11564",1097,29826,91915
"SD-CSI-01916",4069,21672.22,91915
"SD-CSI-08772",2512,48926,91915
"SD-CSI-05818",1891,14500,91915
"SD-CSI-15408",717,18777,91915
"SD-CSI-05082",4661,39000,91915
"SD-CSI-14205",1094,34924.5,91915
"SD-CSI-04825",87462,363545.28,91915
"SD-CSI-08417",546,15082.2,91915
"SD-CSI-02367",4397,36952,91915
"SD-CSI-16539",881,26790,91915
"SD-CSI-08868",1252,22715,91915
"SD-CSI-07160",4282,43169,91915
"SD-CSI-01714",6170,35743.3,91915
"SD-CSI-15437",810,23312,91915
"SD-CSI-02211",8586,41136.24,91915
"SD-CSI-01475",9121,36831,91915
"SD-CSI-13430",644,19104,91915
"SD-CSI-04306",8861,47983,91915
"SD-CSI-10721",994,24487,91915
"SD-CSI-07936",1274,21939,91915
"SD-CSI-09029",1344,25990,91915
"SD-CSI-10977",1163,33425,91915
"SD-CSI-06253",1462,24480,91915
"SD-CSI-09638",1530,28492,91915
"SD-CSI-10812",1655,43210,91915
"SD-CSI-01744",6424,28891,91915
"SD-CSI-15573",780,24058,91915
"SD-CSI-14536",693,23052,91915
"SD-CSI-16353",594,21662,91915
"SD-CSI-15899",796,20700,91915
"SD-CSI-15034",934,28050,91915
"SD-CSI-15226",899,35964,91915
"SD-CSI-14796",1042,29730,91915
"SD-CSI-16344",566,17136,91915
"SD-CSI-00898",8496,37933,91916
"SD-CSI-00971",19573,70325.01,91916
"SD-CSI-16279",870,16039.45,91916
"SD-CSI-12358",1240,35021.7,91916
"SD-CSI-14413",600,23163,91916
"SD-CSI-11317",1501,43918,91916
"SD-CSI-02934",4746,25308.84,91916
"SD-CSI-07905",426,7799.84,91916
"SD-CSI-06188",2787,43570.8,91916
"SD-CSI-06950",2667,30395.66,91916
"SD-CSI-06556",1273,14337.64,91916
"SD-CSI-01367",8763,35640,91916
"SD-CSI-06436",1612,20000,91916
"SD-CSI-01730",2778,21480.47,91916
"SD-CSI-05085",18680,92433,91916
"SD-CSI-01747",13995,61990.1,91916
"SD-CSI-03465",18380,98944.77,91917
"SD-CSI-01660",6686,26400,91917
"SD-CSI-00712",12576,53229,91917
"SD-CSI-01455",9980,35965,91917
"SD-CSI-02029",6850,44800,91917
"SD-CSI-11018",1480,41500,91931
"SD-CSI-08491",954,18804.24,91932
"SD-CSI-13244",895,28750,91932
"SD-CSI-07402",4570,28132.34,91932
"SD-CSI-12627",478,14628.18,91932
"SD-CSI-02088",6678,32340,91932
"SD-CSI-08610",1083,26112.22,91932
"SD-CSI-16036",662,21000,91932
"SD-CSI-08634",953,19646.27,91932
"SD-CSI-08218",976,20927.24,91932
"SD-MASH-00027",46204,97935,91932
"SD-CSI-08640",1302,22235.8,91932
"SD-CSI-12072",695,21200,91932
"SD-CSI-02349",5917,27098.6,91932
"SD-CSI-12586",795,25221,91932
"SD-CSI-05721",4506,35570,91932
"SD-MASH-00026",63772,125364,91932
"SD-CSI-07631",1250,12310.83,91932
"SD-CSI-10069",1943,51429,91932
"SD-CSI-13038",489,14465,91932
"SD-CSI-01922",6620,39927.91,91932
"SD-CSI-11051",1284,39044,91932
"SD-CSI-10366",414,9772,91932
"SD-CSI-09855",789,11211.52,91932
"SD-CSI-09520",1122,18859,91932
"SD-CSI-09248",772,12894.61,91932
"SD-CSI-09251",687,14574.4,91932
"SD-CSI-12862",494,15179,91932
"SD-CSI-09188",606,12280,91932
"SD-CSI-03665",4746,24666.96,91932
"SD-CSI-09140",348,8441,91932
"SD-CSI-08936",1276,23906,91932
"SD-CSI-07134",1840,19130,91932
"SD-CSI-06333",855,16000,91932
"SD-CSI-05719",2831,24795,91932
"SD-CSI-05386",3839,26621.62,91932
"SD-CSI-05247",2533,19045.08,91932
"SD-CSI-02967",6245,34900,91932
"SD-CSI-00496",12578,42961.87,91932
"SD-CSI-02194",4972,27597,91932
"SD-CSI-02839",1917,22135,91932
"SD-CSI-01234",7623,52997,91932
"SD-CSI-08429",793,18172.75,91932
"SD-CSI-06660",2749,30109.04,91932
"SD-CSI-04258",1420,12126.49,91932
"SD-CSI-01305",6873,25803.66,91932
"SD-CSI-07784",621,16980.06,91932
"SD-CSI-09017",1099,19380,91932
"SD-CSI-07992",815,21500,91932
"SD-CSI-07276",913,17240,91932
"SD-CSI-08459",590,15163.65,91932
"SD-CSI-01635",6780,25803.66,91932
"SD-CSI-02299",5155,26177.33,91932
"SD-CSI-07308",1696,16004.08,91932
"SD-CSI-02052",6967,29838.37,91932
"SD-CSI-02970",3549,32668,91932
"SD-CSI-06317",2389,25452.5,91932
"SD-CSI-09655",989,15389,91932
"SD-CSI-02048",6331,28099.65,91932
"SD-CSI-10028",2816,48500,91934
"SD-CSI-03523",7990,62000,91935
"SD-CSI-08552",1485,37531,91935
"SD-CSI-14054",1407,28331,91935
"SD-CSI-10328",4080,274752,91935
"SD-CSI-11204",1382,42990,91935
"SD-CSI-03414",7581,36244.75,91935
"SD-CSI-13313",4837,126902,91935
"SD-CSI-07017",1636,26254.2,91935
"SD-CSI-03014",29110,127084.44,91935
"SD-CSI-02076",9359,41378,91935
"SD-CSI-08561",1310,24748.92,91935
"SD-CSI-14584",1538,65670,91935
"SD-CSI-03461",26291,125580,91935
"SD-CSI-11383",2222,42512,91935
"SD-CSI-04457",6059,37590,91935
"SD-CSI-09884",2340,58198,91935
"SD-CSI-11729",1037,28750,91935
"SD-CSI-09383",2325,43143.74,91935
"SD-CSI-11944",1506,43125,91935
"SD-CSI-02753",3566,26680,91935
"SD-CSI-04682",7701,67740,91935
"SD-CSI-14705",1607,47085,91935
"SD-CSI-00082",37642.5,120659,91935
"SD-CSI-06619",1563,32518,91935
"SD-CSI-14401",786,29149,91935
"SD-CSI-02763",6029,46050,91935
"SD-CSI-11156",3322,83455,91935
"SD-CSI-00981",7830,37032.53,91935
"SD-CSI-16072",3224,84052,91935
"SD-CSI-09361",561,12700,91935
"SD-CSI-04769",1504,9749,91935
"SD-CSI-00325",12778,56726.16,91935
"SD-CSI-04776",8177,52008.32,91935
"SD-CSI-12618",2527,89377,91935
"SD-CSI-09812",2203,36783.61,91935
"SD-CSI-14673",1593,51200,91935
"SD-CSI-08351",629,13200,91935
"SD-CSI-08641",1725,39000,91935
"SD-CSI-08363",3911,72800,91935
"SD-CSI-16533",1288,38847,91935
"SD-CSI-14244",1999,60037,91935
"SD-CSI-05622",21012,109865,91935
"SD-CSI-05624",5606,33564,91935
"SD-CSI-01686",15031,60885,91935
"SD-CSI-14385",529,17900,91935
"SD-CSI-03907",8110,37863.79,91935
"SD-CSI-14358",1894,26937.5,91935
"SD-CSI-05725",4775,34272,91935
"SD-CSI-04061",7514,30128,91935
"SD-CSI-13607",2141,74200,91935
"SD-CSI-02792",2394,19846,91935
"SD-CSI-14854",1620,43491,91935
"SD-CSI-00362",4468,21633,91935
"SD-CSI-15576",1003,28483.06,91935
"SD-CSI-10797",1030,40041.4,91935
"SD-CSI-00398",14711,54281.67,91935
"SD-CSI-13547",1013,33432,91935
"SD-CSI-07567",4125,29217,91935
"SD-CSI-12381",1723,41673,91935
"SD-CSI-01776",5765,26880,91935
"SD-CSI-11208",1292,36642,91935
"SD-CSI-02465",6198,28646,91935
"SD-CSI-10934",926,26749.67,91935
"SD-CSI-06778",3476,34518,91935
"SD-CSI-14727",2066,59200,91935
"SD-CSI-15530",664,19104,91935
"SD-CSI-00040",10700,47351.83,91935
"SD-CSI-10561",1373,49876.4,91935
"SD-CSI-09960",2911,47685,91935
"SD-CSI-11605",1546,57120,91935
"SD-CSI-10720",2033,52963,91935
"SD-CSI-10730",1894,39094,91935
"SD-CSI-10731",1860,39060,91935
"SD-CSI-13993",1182,37300,91935
"SD-CSI-09869",1688,32000,91935
"SD-CSI-12356",1139,27730,91935
"SD-CSI-09488",1586,46000,91935
"SD-CSI-13050",1293,39553,91935
"SD-CSI-09203",833,27870,91935
"SD-CSI-12720",2778,74720,91935
"SD-CSI-09176",1153,34740,91935
"SD-CSI-14371",1551,45000,91935
"SD-CSI-08934",1901,29200,91935
"SD-CSI-12472",1415,39250,91935
"SD-CSI-08905",2314,46172,91935
"SD-CSI-08878",1772,48039.6,91935
"SD-CSI-12872",1612,49393,91935
"SD-CSI-08680",2104,50715,91935
"SD-CSI-15735",1215,39000,91935
"SD-CSI-08498",2321,34865,91935
"SD-CSI-15331",2243,49525,91935
"SD-CSI-15489",1391,44950,91935
"SD-CSI-10097",4640,88945,91935
"SD-CSI-12950",1407,48969,91935
"SD-CSI-07430",4123,39095,91935
"SD-CSI-07084",5460,80637.9,91935
"SD-CSI-11374",3600,92491,91935
"SD-CSI-14995",1519,44850,91935
"SD-CSI-06510",6182,62353,91935
"SD-CSI-15810",999,16886.43,91935
"SD-CSI-10118",2193,38000,91935
"SD-CSI-15532",1459,48667,91935
"SD-CSI-05219",4670,38460,91935
"SD-CSI-05196",2534,17135,91935
"SD-CSI-16280",2641,67421,91935
"SD-CSI-04913",5069,40666.58,91935
"SD-CSI-13647",1570,47104,91935
"SD-CSI-05727",7219,45015,91935
"SD-CSI-00170",10392,42948,91935
"SD-CSI-14746",1382,41590,91935
"SD-CSI-04206",11406,60966.92,91935
"SD-CSI-13670",1384,39554,91935
"SD-CSI-01658",11365,46712,91935
"SD-CSI-13903",1612,49076,91935
"SD-CSI-00048",28534,86567,91935
"SD-CSI-14896",1298,32895,91935
"SD-CSI-13929",1538,49850,91935
"SD-CSI-05496",7153,41791,91935
"SD-CSI-08422",1535,28603,91935
"SD-CSI-09411",1569,34196,91935
"SD-CSI-13234",1894,59800,91935
"SD-CSI-02862",7155,41155,91935
"SD-CSI-15378",2068,67162,91935
"SD-CSI-07208",3202,35136,91935
"SD-CSI-03248",7803,35011,91935
"SD-CSI-07769",5089,54995,91935
"SD-CSI-01784",9168,66622.95,91935
"SD-CSI-12471",1625,42539,91935
"SD-CSI-06218",5230,62673,91935
"SD-CSI-12711",1182,38985,91935
"SD-CSI-09008",2519,51400,91935
"SD-CSI-07932",2340,45210,91935
"SD-CSI-16457",1019,33500,91935
"SD-CSI-03765",11023,41100,91935
"SD-CSI-13677",1579,49900,91935
"SD-CSI-09032",2315,43634,91935
"SD-CSI-10407",880,26260,91935
"SD-CSI-12066",812,21540,91935
"SD-CSI-06251",3635,36708,91935
"SD-CSI-11313",3935,109900,91935
"SD-CSI-00749",27176,85000,91935
"SD-CSI-12501",5566,131845,91935
"SD-CSI-01468",7031,31790,91935
"SD-CSI-16155",1416,44500,91935
"SD-CSI-10108",1942,41000,91935
"SD-CSI-13090",1210,41523,91935
"SD-CSI-01817",16763,101094,91935
"SD-CSI-15500",1729,38500,91935
"SD-CSI-09107",1204,26722,91935
"SD-CSI-12366",2112,49650,91935
"SD-CSI-03336",8486,36966,91935
"SD-CSI-03332",16268,70289,91935
"SD-CSI-05916",8604,128825,91935
"SD-CSI-02425",8497,34770,91935
"SD-CSI-09143",1111,34740,91935
"SD-CSI-08145",2178,53820.81,91935
"SD-CSI-02954",8832,20000,91935
"SD-CSI-09195",2713,66157,91935
"SD-CSI-04590",3202,23520,91941
"SD-CSI-15531",296,10098,91941
"SD-CSI-07015",3316,32085,91941
"SD-CSI-09506",3617,75616,91941
"SD-CSI-14202",965,28656,91941
"SD-CSI-04695",5501,34007,91941
"SD-CSI-11765",1604,40900,91941
"SD-CSI-10026",1121,20291,91941
"SD-CSI-14817",1618,41564,91941
"SD-CSI-00880",8041,34301,91941
"SD-CSI-04700",1505,25171,91941
"SD-CSI-16400",1352,16527.4,91941
"SD-CSI-00267",18100,71355,91941
"SD-CSI-12423",1929,43914,91941
"SD-CSI-09883",475,17040,91941
"SD-CSI-13560",1153,37636,91941
"SD-CSI-02330",11535,57500,91941
"SD-CSI-14282",1103,26929,91941
"SD-CSI-07037",3242,31272.88,91941
"SD-CSI-00287",8021,33151,91941
"SD-CSI-15533",1326,35950,91941
"SD-CSI-02083",6008,27489,91941
"SD-CSI-15779",1514,37822,91941
"SD-CSI-00110",13140,55332,91941
"SD-CSI-13438",1886,57565,91941
"SD-CSI-05995",2354,23760,91941
"SD-CSI-14057",993,32050,91941
"SD-CSI-07423",3886,48456,91941
"SD-CSI-03164",10241,58863,91941
"SD-CSI-15647",700,18630,91941
"SD-CSI-03466",2051,22464,91941
"SD-CSI-14964",1097,23365,91941
"SD-CSI-00314",5330,20135,91941
"SD-CSI-04447",8942,66835.48,91941
"SD-CSI-15606",1176,34867,91941
"SD-CSI-03198",3224,21075,91941
"SD-CSI-11687",1253,41469,91941
"SD-CSI-02336",3469,34432,91941
"SD-CSI-00324",6201,26752,91941
"SD-CSI-12503",2023,54100,91941
"SD-CSI-09427",2193,61884.9,91941
"SD-CSI-13845",768,34208,91941
"SD-CSI-01022",14885,59900,91941
"SD-CSI-14527",1283,41202,91941
"SD-CSI-02778",9090,46583,91941
"SD-CSI-15909",519,15389,91941
"SD-CSI-08637",1467,26500,91941
"SD-CSI-05179",18849,117570,91941
"SD-CSI-13900",2336,62352,91941
"SD-CSI-02121",2785,13895,91941
"SD-CSI-12700",1079,29952,91941
"SD-CSI-03188",7762,40364,91941
"SD-CSI-13330",1555,53105,91941
"SD-CSI-00352",14233,49663,91941
"SD-CSI-00192",15668,62579.89,91941
"SD-CSI-15115",1363,43100,91941
"SD-CSI-06043",6182,81744,91941
"SD-CSI-16622",1438,48020,91941
"SD-CSI-07074",1565,21648.33,91941
"SD-CSI-02794",6870,24360,91941
"SD-CSI-04070",10025,54748,91941
"SD-CSI-04057",6940,39409.5,91941
"SD-CSI-15957",2725,51700,91941
"SD-CSI-02610",9424,46179.02,91941
"SD-CSI-09441",822,21330,91941
"SD-CSI-09733",3165,55175,91941
"SD-CSI-01092",13532,59944,91941
"SD-CSI-14598",1470,41236,91941
"SD-CSI-10333",2548,75000,91941
"SD-CSI-11048",785,27440,91941
"SD-CSI-01113",9031,35733.96,91941
"SD-CSI-13200",863,25263,91941
"SD-CSI-06070",6121,56668,91941
"SD-CSI-00438",11959,44578.9,91941
"SD-CSI-06073",3015,29700,91941
"SD-CSI-16635",1436,41062,91941
"SD-CSI-16542",1412,36237,91941
"SD-CSI-03959",5732,36714,91941
"SD-CSI-15429",759,18000,91941
"SD-CSI-02155",3963,29430,91941
"SD-CSI-15740",1416,36865,91941
"SD-CSI-06082",2606,28180.23,91941
"SD-CSI-12566",619,24440,91941
"SD-CSI-00461",15441.54,58160.12,91941
"SD-CSI-16681",630,21622,91941
"SD-CSI-10350",974,29640,91941
"SD-CSI-16717",729,23740.5,91941
"SD-CSI-10166",812,26370,91941
"SD-CSI-10346",778,28500.8,91941
"SD-CSI-11759",994,35000,91941
"SD-CSI-10397",2100,53265,91941
"SD-CSI-12678",912,26185,91941
"SD-CSI-10757",1223,42949.5,91941
"SD-CSI-15190",743,22900,91941
"SD-CSI-10809",578,21227.74,91941
"SD-CSI-12923",1061,20840,91941
"SD-CSI-10811",1974,63638,91941
"SD-CSI-10988",2883,79444,91941
"SD-CSI-10644",774,16226.67,91941
"SD-CSI-10520",1605,42690,91941
"SD-CSI-13146",323,14123,91941
"SD-CSI-09966",1019,26075.2,91941
"SD-CSI-14547",460,10905,91941
"SD-CSI-12284",1714,47000,91941
"SD-CSI-09961",2366,36267,91941
"SD-CSI-09731",1455,21000,91941
"SD-CSI-15455",1734,47594,91941
"SD-CSI-09390",714,20628.3,91941
"SD-CSI-12357",1102,22598,91941
"SD-CSI-10351",1189,37336,91941
"SD-CSI-09259",1799,7223,91941
"SD-CSI-09217",852,19966.53,91941
"SD-CSI-11924",740,18876.67,91941
"SD-CSI-08901",2474,46649,91941
"SD-CSI-13487",1321,18093.5,91941
"SD-CSI-08814",653,19564,91941
"SD-CSI-14468",1177,34748,91941
"SD-CSI-08821",1682,33914,91941
"SD-CSI-15927",1297,33911.5,91941
"SD-CSI-08749",1179,24565,91941
"SD-CSI-14441",1174,46080,91941
"SD-CSI-08715",1736,36958.03,91941
"SD-CSI-07656",2755,37436,91941
"SD-CSI-14669",921,24125,91941
"SD-CSI-02819",8838,47927,91941
"SD-CSI-14255",1148,29340,91941
"SD-CSI-07590",3425,41768,91941
"SD-CSI-07543",4369,50333.15,91941
"SD-CSI-07436",744,8165,91941
"SD-CSI-11050",1099,41098,91941
"SD-CSI-07101",2714,31389,91941
"SD-CSI-07089",1708,17727,91941
"SD-CSI-14009",825,34100,91941
"SD-CSI-07066",4446,48371,91941
"SD-CSI-16156",985,29376,91941
"SD-CSI-04191",3381,16250,91941
"SD-CSI-12963",820,23400,91941
"SD-CSI-05713",4250,15158,91941
"SD-CSI-13632",1978,63500,91941
"SD-CSI-08097",1950,39076.53,91941
"SD-CSI-12595",1388,48024,91941
"SD-CSI-05244",6144,35877.6,91941
"SD-CSI-10130",1688,31833.1,91941
"SD-CSI-11127",666,25974,91941
"SD-CSI-05044",3289,22000,91941
"SD-CSI-12412",933,25549,91941
"SD-CSI-04870",3143,18497.04,91941
"SD-CSI-03887",2049,20832,91941
"SD-CSI-03953",5163,29957.05,91941
"SD-CSI-15581",1185,45750,91941
"SD-CSI-10067",1702,35198.1,91941
"SD-CSI-11695",940,29900,91941
"SD-CSI-02134",4338,31082.1,91941
"SD-CSI-13791",1902,65350,91941
"SD-CSI-04210",4479,33571.63,91941
"SD-CSI-01360",14527,82700,91941
"SD-CSI-11196",1308,36276,91941
"SD-CSI-01118",11323,52920,91941
"SD-CSI-10884",1260,31395,91941
"SD-CSI-12277",1050,32162,91941
"SD-CSI-00572",5252,21565.14,91941
"SD-CSI-13030",1144,32700,91941
"SD-CSI-00574",9665,34780.62,91941
"SD-CSI-00344",19320,71291,91941
"SD-CSI-10993",2342,64675,91941
"SD-CSI-02838",22933,109095.67,91941
"SD-CSI-02837",8307,36360.36,91941
"SD-CSI-11756",861,30598,91941
"SD-CSI-09480",912,18047,91941
"SD-CSI-16397",1028,37973,91941
"SD-CSI-00553",13162,47655.77,91941
"SD-CSI-12764",410,12600,91941
"SD-CSI-04245",5402,31610,91941
"SD-CSI-11350",1932,52318,91941
"SD-CSI-03982",2135,19351,91941
"SD-CSI-15831",833,24000,91941
"SD-CSI-01239",10633,39423,91941
"SD-CSI-11792",1572,35170,91941
"SD-CSI-01248",8739,34990.88,91941
"SD-CSI-15958",1412,35937,91941
"SD-CSI-08880",1706,44575,91941
"SD-CSI-00552",4159,16700,91941
"SD-CSI-03244",4816,25911.4,91941
"SD-CSI-11195",949,25181.81,91941
"SD-CSI-07777",1344,36867.6,91941
"SD-CSI-00611",6741,30770,91941
"SD-CSI-16223",709,21000,91941
"SD-CSI-07776",2735,30293,91941
"SD-CSI-14048",791,29320,91941
"SD-CSI-08426",486,18540,91941
"SD-CSI-15282",512,18098,91941
"SD-CSI-07177",2456,26136,91941
"SD-CSI-00136",12450.41,46547.26,91941
"SD-CSI-16002",1586,50099,91941
"SD-CSI-04257",2104,24203,91941
"SD-CSI-11085",1098,26883.6,91941
"SD-CSI-09511",543,14220,91941
"SD-CSI-16525",1342,37278,91941
"SD-CSI-09470",1241,36799,91941
"SD-CSI-11829",1980,50050,91941
"SD-CSI-00005",24185,86112,91941
"SD-CSI-02855",10668,45583,91941
"SD-CSI-15770",2231,57132,91941
"SD-CSI-01970",11881,51217.13,91941
"SD-CSI-07831",983,15398,91941
"SD-CSI-15683",1704,28370,91941
"SD-CSI-06906",3782,43344,91941
"SD-CSI-16385",560,16000,91941
"SD-CSI-04035",6825,29795,91941
"SD-CSI-16551",867,26775,91941
"SD-CSI-05391",5170,30656,91941
"SD-CSI-01750",2274,16979,91941
"SD-CSI-02219",10110,41944,91941
"SD-CSI-11608",977,31272,91941
"SD-CSI-03270",8068,46175.82,91941
"SD-CSI-01366",6118,30923,91941
"SD-CSI-15674",533,14250,91941
"SD-CSI-02003",4064,28428.75,91941
"SD-CSI-15620",1124,26000,91941
"SD-CSI-01662",11887,45348,91941
"SD-CSI-02505",3278,19950,91941
"SD-CSI-04279",10790,63968.89,91941
"SD-CSI-02910",6680,33400,91941
"SD-CSI-15725",932,29988,91941
"SD-CSI-05796",5017,36318.9,91941
"SD-CSI-00705",4030,18678,91941
"SD-CSI-15719",538,21216,91941
"SD-CSI-01999",4007,30324,91941
"SD-CSI-14307",2659,84500,91941
"SD-CSI-04668",5154,36460,91941
"SD-CSI-01413",9464,37125,91941
"SD-CSI-14681",510,16815.5,91941
"SD-CSI-05015",16709,87287,91941
"SD-CSI-12307",1345,29500,91941
"SD-CSI-07944",1642,29319,91941
"SD-CSI-12796",588,21600,91941
"SD-CSI-10936",1976,53840,91941
"SD-CSI-02689",9285,24727.62,91941
"SD-CSI-08456",559,21255,91941
"SD-CSI-00591",11085,37709.88,91941
"SD-CSI-02692",1927,20164,91941
"SD-CSI-02826",6417,29002.55,91941
"SD-CSI-01437",6589,42000,91941
"SD-CSI-03508",6523,28553,91941
"SD-CSI-06817",5652,48787,91941
"SD-CSI-04591",7880,57760.82,91941
"SD-CSI-01443",14753,49954,91941
"SD-CSI-04886",6153,45585.67,91941
"SD-CSI-09601",352,10575,91941
"SD-CSI-07964",553,15112,91941
"SD-CSI-07965",878,22792,91941
"SD-CSI-07979",793,30000,91941
"SD-CSI-08257",1449,35000,91941
"SD-CSI-02184",16621,79201.3,91941
"SD-CSI-10571",882,31461,91941
"SD-CSI-07991",1511,21682.33,91941
"SD-CSI-06596",4304,42337.06,91941
"SD-CSI-02274",6597,31454.54,91941
"SD-CSI-03810",1441,16800,91941
"SD-CSI-08021",962,18443,91941
"SD-CSI-07267",2818,15270.87,91941
"SD-CSI-03927",5200,22596.51,91941
"SD-CSI-04387",1459,23000,91941
"SD-CSI-09105",1003,22479,91941
"SD-CSI-04399",4499,35024.22,91941
"SD-CSI-09114",1675,44575,91941
"SD-CSI-09857",658,23363,91941
"SD-CSI-00803",17301,50414,91941
"SD-CSI-09321",761,13862,91941
"SD-CSI-10963",722,19865,91941
"SD-CSI-01548",8972,33968,91941
"SD-CSI-02416",11748,36730.22,91941
"SD-CSI-08183",1355,26950,91941
"SD-CSI-06744",1523,20479,91941
"SD-CSI-02770",14126,67865.41,91941
"SD-CSI-09310",3662,55473,91941
